Type;Signification;katakana;romanji;detail;exemple
Gitaigo;Être trempé (tout mouillé);ビショビショ;Bisho-bisho;"Signification de ビショビショ (Bishobisho) 

ビショビショ exprime une saturation complète par l'eau ou un autre liquide. Il n'est pas utilisé pour une simple humidité, mais pour un état de trempage total.  
Signification : Complètement trempé, Détrempé, Trempé jusqu'aux os, Gorgé d'eau.  
Contexte : Souvent utilisé pour les vêtements, les cheveux ou le sol après une forte pluie, un accident avec de l'eau, ou une transpiration excessive.";"ビショビショ (に濡れる)	
Devenir complètement trempé (forme de base) 

びっしょり (濡れる)	
Complètement trempé (souvent utilisé comme adverbe) 

ビショ濡れ	
Détrempé (mot composé signifiant ""trempé-trempé"") "
Gitaigo;Faire quelque chose de justesse;ギリギリ;Giri-giri;"Au dernier moment / À la limite (Le plus courant) 

ギリギリ est l'une des expressions japonaises les plus utiles pour indiquer que quelque chose se produit juste à la limite ou de façon extrêmement juste.  
Signification : De justesse, Juste à temps, À la limite, À l'extrême limite.  
Contexte : Utilisé pour le temps, l'argent, la distance, ou la tolérance.  
Expression populaire : ギリギリセーフ (Girigiri Sēfu - Tout juste sauvé/réussi, de justesse).

Son de Grincement / Frottement 

ギリギリ peut aussi être une onomatopée (giongo) décrivant un son de grincement, de broyage, ou de frottement intense et strident.  
Signification : Grincer, Frotter bruyamment, Broyer.  
Contexte : Souvent utilisé pour le grincement des dents, des charnières rouillées, ou le bruit d'un métal frottant contre un autre.";"電車にギリギリ間に合った。		
J'ai attrapé le train de justesse. 

締め切りギリギリまで勉強する。	
J'étudie jusqu'à la dernière minute avant la date limite. 

悔しくて歯をギリギリと噛んだ。	
J'ai grincé des dents de frustration. 

ドアがギリギリと音を立てて開いた。	
La porte s'est ouverte en grinçant (bruyamment).


予算ギリギリで旅行をした。	
J'ai voyagé avec un budget serré (à la limite du budget). 
"
Gitaigo;Être radin;ケチケチ;Kechi-kechi;"Signification de ケチケチ (Kechikechi) 

ケチケチ est la forme répétée de ケチ (kechi), qui signifie « avare » ou « mesquin ». La répétition intensifie le sens et le rend plus adverbial, décrivant une manière d'agir.  
Signification : Avarement, Mesquinement, Économiser chichement, Économiser sur tout.  
Contexte : Utilisé pour critiquer quelqu'un qui est trop réticent à dépenser de l'argent, même pour des nécessités, ou pour se plaindre de la mesquinerie d'une situation.";"そんなにケチケチしないで、たまには外食しようよ。	
Arrête d'être si chiche (d'économiser sur tout), sortons manger de temps en temps ! 

彼は小銭までケチケチ貯めている。	
Il économise mesquinement même les petites pièces. 

ケチケチした生活は嫌だ。	
Je déteste une vie passée à être excessivement économe.
"
Gitaigo;Regarder autour de soi avec effarement ou curiosité;キョロキョロ;Kyoro-kyoro;"Signification de キョロキョロ (Kyorokyoro) 

キョロキョロ exprime le mouvement rapide des yeux ou de la tête lorsque l'on cherche quelque chose, que l'on est perdu, ou que l'on se sent anxieux dans un nouvel environnement.  
Signification : Regarder de tous côtés, Jeter des regards furtifs et répétés, Faire le tour de l'horizon (visuellement).  
Connotation : L'action de regarder キョロキョロ est souvent associée à l'image de quelqu'un de curieux, d'anxieux, ou de perdu, ce qui peut le faire paraître suspect.";"知らない街でキョロキョロする。	
Regarder de tous côtés dans une ville inconnue (avoir l'air perdu). 

彼は周りをキョロキョロ見て、誰かを探していた。	
Il regardait autour de lui (nerveusement), cherchant quelqu'un. 

キョロキョロしていると、不審者に見られるよ。	
Si tu regardes partout comme ça, les gens vont te prendre pour quelqu'un de suspect."
Gitaigo;Faire les gros yeux, rouler des yeux;ギョロギョロ;Gyoro-gyoro;"Signification de ギョロギョロ (Gyorogyoro) 

ギョロギョロ est similaire à キョロキョロ (Kyorokyoro - regarder partout nerveusement), mais il a une connotation plus forte. Il décrit l'action de rouler les yeux de manière visible ou saillante et de regarder intensément.  
Signification : Rouler des yeux (intensément), Regarder avec des yeux écarquillés/globuleux, Jeter un regard fixe.  
Connotation : Cette action est souvent associée à l'image de quelqu'un de surpris, d'inquiet, de méfiant, ou ayant de grands yeux ronds et saillants.";"彼は不安そうに目をギョロギョロさせた。	
Il roulait des yeux de façon inquiète (agitée). 

大きな目がギョロギョロしている。	
Ses grands yeux roulent (ou : Il a des yeux globuleux). 

見知らぬ男がギョロギョロとあたりを見回した。	
L'homme inconnu regarda autour de lui avec des yeux méfiants/ronds.
"
Gitaigo;Avoir une érection pénienne;モッコリ;Mokkori;"Signification de モッコリ (Mokkori) 

1. Sens général (Rare) 

モッコリ décrit une chose qui s'élève ou fait saillie par rapport à la surface environnante, créant une forme ronde ou bombée.  
Signification : Bomber, Faire saillie, Être gonflé (en volume).  
Exemple théorique : 山の頂上がモッコリと盛り上がっている。 (La cime de la montagne s'élève de manière bombée.)  

2. Sens commun (Connotation) 

C'est l'usage de loin le plus courant de ce mot, en particulier dans les médias, les mangas, et le langage argotique.  
Signification : Le fait que les organes génitaux masculins fassent saillie ou forment une bosse visible sous les vêtements (pantalon, drap, etc.). Érection.  
Connotation : Fortement suggestive, utilisée pour l'humour coquin ou la référence à l'érection.  
Le mot est particulièrement connu grâce au personnage de Ryo Saeba (Nicky Larson) dans le manga et anime City Hunter (Nicky Larson), qui crie souvent « モッコリ » en voyant une jolie femme.";"モッコリしたTシャツ。	
Un tee-shirt bombé (souvent ironiquement utilisé pour la poitrine ou les muscles). 

シーツがモッコリと膨らんでいる。	
Le drap fait une bosse (allusion claire à une érection).
"
Gitaigo;S'élever rapidement;ムクムク;Muku-muku;"Signification de ムクムク (Mukumuku)

L'expression est utilisée dans plusieurs contextes pour décrire une augmentation ou une apparition, souvent de manière subite ou irrésistible.  

1. Soulèvement / Augmentation de Volume Décrit un mouvement de grossissement lent et doux ou quelque chose qui se lève ou se gonfle en volume.  
Contexte : Utilisé pour l'apparition de fumée, de nuages, ou pour la croissance soudaine d'un objet. 

2. Sensation Physique / Émotion Décrit une sensation interne qui monte ou se développe.  

Contexte : Utilisé pour le réveil, un élan émotionnel, ou l'apparition d'une idée.  例 (Exemple) : 勇気がムクムクと湧いてきた。 (Yūki ga mukumuku to waite kita. - Le courage est monté en moi.)  例 (Exemple) : ベッドからむくむくと起き上がる。 (Beddo kara mukumuku to okiagaru. - Se rouler hors du lit (l'action de se lever d'un mouvement rond).)  3. Description d'Apparence Peut aussi décrire un aspect potelé ou doux/pelucheux.  Signification : Potelé, Gros, Pelucheux.  Exemple théorique : ムクムクした猫。 (Un chat potelé/tout doux.)";"雲がムクムクと大きくなる。 
Les nuages grossissent de manière bombée.)

 例 (Exemple) : 勇気がムクムクと湧いてきた。
Le courage est monté en moi.)

ベッドからむくむくと起き上がる。 
Se rouler hors du lit (l'action de se lever d'un mouvement rond).

"
Gitaigo;Être distant, morose, mordant;ツンツン;Tsun-tsun;"1. Comportement : Froid et Distant (Le plus courant)

ツンツン (Tsuntsun) est le plus souvent utilisé pour décrire l'attitude d'une personne qui est froide, distante, maussade ou revêche envers les autres.  
Signification : Distant, Hautain, Bourru, Revêche.  
Contexte : Souvent associé à la personnalité d'une personne qui semble de mauvaise humeur ou qui refuse de montrer ses vrais sentiments. C'est l'un des deux éléments de l'archétype ツンデレ (Tsundere), où le personnage est d'abord ツンツン (froid) avant de devenir デレデレ (affectueux).

2. Sensation Physique : Piqûre / Odeur Aigre 

ツンツン peut aussi décrire une sensation physique de picotement ou de piqûre (souvent légère et répétée), ou une odeur piquante.  
Signification : Piquant, Aigre, Picoter.  Contexte : Utilisé pour une odeur forte qui pique le nez (comme l'ammoniaque) ou une douleur légère et pointue.";"彼女はいつも私にツンツンしている。	
Elle est toujours distante (revêche) avec moi. ツンツンしないで、

正直な気持ちを言いなさい。	
Arrête d'être hautain, dis-moi ce que tu penses vraiment.

ワサビのにおいが鼻をツンツン刺激する。	
L'odeur du wasabi pique (stimule) le nez. 

針でツンツンと刺す。	
Piquer (quelque chose) avec une aiguille (légèrement et à plusieurs reprises).

"
Gitaigo;Être ramolli d'amour;デレデレ;Dere-dere;"Signification de デレデレ (Deredere) 

デレデレ exprime l'attitude de quelqu'un qui est tellement amoureux ou ébloui par une personne qu'il en devient ridicule, excessivement doux, ou niais.  
Signification : Être gaga/follement épris, Être mielleux/trop affectueux, Flatter sans vergogne, Être dégingandé (par amour).  
Connotation : C'est souvent une description négative ou humoristique du comportement, suggérant un manque de dignité ou de contrôle de soi face à la personne aimée.  
Contexte célèbre : デレ (dere) est l'élément affectueux du célèbre archétype ツンデレ (Tsundere), où le personnage passe de ツンツン (froid/distant) à デレデレ (affectueux/gaga).

";"彼女の前だと彼はいつもデレデレだ。	
Devant elle, il est toujours gaga (excessivement affectueux). 

彼のデレデレした話し方が気持ち悪い。	
Sa façon de parler trop mielleuse est déplaisante. 

新婚の夫は妻にデレデレだ。	
Le mari nouvellement marié est complètement fou (gaga) de sa femme.
"
Gitaigo;Se hâter;セカセカ;Seka-seka;"Signification de セカセカ (Sekaseka) 

セカセカ exprime le sentiment d'être toujours d'une impatience excessive, agité, ou en train d'agir de façon précipitée et sans calme. Il a généralement une connotation négative ou critique, suggérant un manque de sérénité.  
Signification : Précipitamment, Hâtivement, Être agité/nerveux, Se dépêcher tout le temps.  
Contexte : Souvent utilisé pour décrire quelqu'un qui marche vite, mange vite, ou semble constamment sous pression, n'ayant jamais le temps de se détendre.";"彼はいつもセカセカと歩いている。	
Il marche toujours précipitamment (il est toujours pressé). 

そんなにセカセカしないで、落ち着きなさい。	
Ne sois pas si agité/pressé, calme-toi. 

セカセカした生活に疲れた。	
Je suis fatigué de cette vie trépidante (où l'on est toujours pressé).
"
Gitaigo;Se mouiller;グショグショ;Gusho-gusho;" グショグショ (Gushogusho) est une onomatopée japonaise (gitaigo) décrivant un état d'être complètement trempé et dégoulinant, ou parfois, un état de mollesse saturée.  

Signification de グショグショ (Gushogusho) グショグショ est très similaire à ビショビショ (Bishobisho) qui signifie ""trempé"", mais グショグショ peut souvent impliquer une saturation encore plus extrême, un état de saturation qui mène à la mollesse ou à un léger son de pressage.  
Signification : Totalement détrempé, Gorgé d'eau, Mollement saturé, Pâteux (par l'humidité).  
Contexte : Utilisé pour les vêtements, les cheveux, ou le sol, et souvent avec le verbe 濡れる (nureru, mouiller) ou なる (naru, devenir) pour former グショグショに濡れる (gushogusho ni nureru).  
Formes Similaires Notez que le mot ぐっしょり (gusshori) est également très courant et a exactement le même sens de trempé jusqu'aux os.";"雨で靴がグショグショになった。	
Mes chaussures sont devenues complètement détrempées à cause de la pluie. 

汗でタオルがグショグショだ。	
La serviette est gorgée de sueur. 

涙と鼻水で顔がぐっしょりだ。	
Mon visage est détrempé de larmes et de morve.
"
Gitaigo;Briller;キラキラ;Kira-kira;"キラキラ (Kirakira) est une onomatopée japonaise (gitaigo) qui décrit l'action de briller, de scintiller, ou de miroiter de manière répétée. Il est presque toujours utilisé dans un contexte positif pour dénoter la beauté et la vitalité.  
Signification : Scintillant, Éclatant, Miroitant, Pétillant.  
Connotation : Associé à la beauté, à la joie, à l'innocence, ou à la jeunesse.";"星がキラキラ光っている。	
Les étoiles scintillent. 

キラキラした目。	
Des yeux pétillants/brillants. 

キラキラした未来
Un avenir radieux/brillant.

彼女はとてもキラキラしている。	
Elle est très rayonnante (pleine de vie et d'énergie). 

キラキラの飾り。	
Des décorations scintillantes.
"
Gitaigo;Marcher lentement;ノロノロ;Noro-noro;"Signification de ノロノロ (Noronoro) 

ノロノロ exprime le mouvement ou la progression de quelque chose qui est extrêmement lent, lent comme un escargot, ou paresseux. Il est souvent utilisé pour exprimer l'agacement face à cette lenteur.  
Signification : Lentement, Paresseusement, À un rythme d'escargot, Mollement. 
Connotation : Principalement utilisé pour la vitesse de déplacement (personne, véhicule) ou la vitesse d'une tâche. La connotation est souvent négative, synonyme de traîner ou de bouchon.";"車がノロノロと進んでいる。		
La voiture avance lentement (au ralenti/bouchon). 

ノロノロしないで、急いで！	
Arrête de traîner (d'être lent) et dépêche-toi ! 

彼はノロノロした手つきで作業をした。	
Il a effectué le travail avec des mouvements lents et lourds. 
"
Gitaigo;Lécher;ペロペロ;Pero-pero;"Signification de ペロペロ (Peropero) 

ペロペロ est l'équivalent sonore et visuel du fait de lécher, que ce soit pour manger, pour nettoyer, ou par affection (pour les animaux).  
Signification : Lécher (de manière répétée), Passer sa langue sur.  
Contexte : Utilisé pour l'action de lécher une glace, une sucette, un plat, ou pour les animaux qui se lèchent ou lèchent quelque chose/quelqu'un.";"子供はアイスをペロペロなめた。	
L'enfant a léché sa glace. 

猫が毛をペロペロなめてきれいにした。	
Le chat a léché sa fourrure pour se nettoyer. 

皿までペロペロなめたいくらい美味しい。	
C'est si délicieux que j'en lécherais l'assiette."
Gitaigo;Être distrait;ウカウカ;Uka-uka;"Signification de ウカウカ (Ukauka) 

ウカウカ exprime l'état de ne pas faire suffisamment attention à ce qui se passe autour de soi, de baisser sa garde, ou d'être trop décontracté face à une situation qui requiert de la vigilance. Il est souvent utilisé dans la forme négative pour exprimer la nécessité d'être vigilant.  
Signification : Être insouciant, Être inattentif/négligent, Baisser sa garde.  
Connotation : Négative, suggérant que l'insouciance peut entraîner des conséquences fâcheuses.";"ウカウカしていたら、チャンスを逃すぞ。	
Si tu es insouciant, tu vas manquer ta chance. 

試験が近いから、ウカウカしていられない。	
L'examen est proche, donc je ne peux pas me permettre de baisser ma garde. 

彼はウカウカと過ごしている。	
Il passe son temps sans se soucier de rien (avec insouciance)."
Gitaigo;Être hésitant;イジイジ;Iji-iji;"Signification de イジイジ (Iji'iji) 

イジイジ exprime l'état mental ou physique de quelqu'un qui traîne des pieds, qui est incapable de prendre une décision, ou qui se plaint sans agir. Il est souvent associé à la faiblesse de caractère ou à la confusion.  
Signification : Hésitant, Timide, Indécis, Lamentable (dans l'attitude). 
Connotation : Négative, suggérant un manque de courage ou de volonté.";"イジイジしていないで、はっきり言いなさい。	
Arrête d'hésiter (de te lamenter) et dis-le clairement. 

彼はいつもイジイジと悩んでいる。
Il est toujours en train de se tourmenter (de manière timide/lamentable). 

そんなにイジイジした態度ではだめだ。	
Tu ne peux pas avoir une attitude aussi indécise (timide).
"
Gitaigo;Être excité;ワクワク;Waku-Waku;"Signification de ワクワク (Wakuwaku) 

ワクワク exprime un sentiment de joie et d'excitation positive qui monte et qui agite légèrement le cœur en vue de quelque chose d'agréable à venir. C'est l'excitation que l'on ressent en attendant un événement plaisant.  
Signification : Être excité, Être enthousiaste, Être impatient (positivement), Frémir d'impatience.  
Connotation : Toujours positive. Elle se concentre sur l'attente joyeuse d'un événement futur (voyage, date, surprise, etc.).";"明日の旅行が楽しみでワクワクしている。	
Je suis tellement excité (et impatient) pour le voyage de demain. 

ワクワクするような冒険をしたい。	
Je veux vivre une aventure palpitante. 

彼のサプライズにワクワクが止まらない。	
Mon excitation pour sa surprise ne s'arrête pas.  
"
Gitaigo;Perdre patiente;イライラ;Ira-ira;"Signification de イライラ (Iraira) 

イライラ exprime un état mental où l'on est à cran, impatient, ou en colère latente. C'est le sentiment d'être « sur les nerfs » ou de bouillonner intérieurement, souvent à cause d'un délai, du bruit, ou de l'incompétence de quelqu'un.  
Signification : Irrité, Agacé, Impatient, Nerveux/À cran, Frustré.  
Connotation : Négative. L'expression décrit un état de détresse psychologique due à l'attente ou à un désagrément.";"渋滞でイライラする。	
Je suis énervé/agacé à cause de l'embouteillage. 

彼は待たされるとすぐイライラする。	
Il s'irrite/s'énerve facilement quand on le fait attendre. 

隣の騒音でイライラが止まらない。	
Le bruit d'à côté m'énerve sans cesse. 
"
Gitaigo;Flâner sans but;ウロウロ;Uro-uro;"Signification de ウロウロ (Uro-uro) 

ウロウロ exprime le mouvement d'une personne qui se déplace dans un lieu sans direction claire, souvent par hésitation, inquiétude, ou simplement en traînant.  
Signification : Errer, Rôder, Flâner sans but, Tourner en rond.  
Connotation : Peut être neutre (quelqu'un se perd), mais est souvent négative, suggérant une attitude suspecte (quelqu'un qui rôde) ou indécise.";"知らない人が家の周りをウロウロしている。	
Un inconnu rôde autour de la maison (a une attitude suspecte). 

彼は道に迷って駅前をウロウロした。	
Il s'est perdu et a erré devant la gare. 

ウロウロしないで、さっさと用事を済ませなさい。	
Ne traîne pas et va régler tes affaires rapidement.
"
Gitaigo;Être timide;モジモジ;Moji-moji;"Signification de モジモジ (Mojimoji) 

モジモジ exprime à la fois l'état émotionnel (timidité, nervosité) et les actions physiques qui en découlent (traîner des pieds, se balancer, jouer avec ses mains, ne pas pouvoir rester immobile). C'est l'attitude typique de quelqu'un qui n'ose pas parler ou agir.  
Signification : Gigoter, Se tortiller, Hésiter par timidité, Être mal à l'aise et agité.  
Connotation : Principalement utilisé pour critiquer ou remarquer une timidité excessive, souvent chez les enfants ou les adolescents, mais aussi dans des contextes embarrassants.";"モジモジしないで、質問しなさい。	
Arrête de te tortiller (d'hésiter) et pose ta question. 

彼は人前で話すとき、いつもモジモジしている。	
Il est toujours mal à l'aise (il gigote) lorsqu'il parle en public. 

椅子の上でモジモジと落ち着かない。	
Il est agité et se tortille sur sa chaise.
"
Gitaigo;Être rugueux;ザラザラ;Zara-zara;"ザラザラ (Zarazara) est une onomatopée japonaise (gitaigo) décrivant une texture ou une sensation rugueuse, granuleuse ou sablonneuse.  

Signification de ザラザラ (Zarazara) 

ザラザラ exprime la sensation physique de toucher une surface irrégulière, rugueuse, ou recouverte de petits grains. Cela contraste avec les surfaces lisses ou douces.  
Signification : Rugueux, Granuleux, Sablonneux, Râpeux.  
Connotation : Neutre à légèrement négative, souvent associée à la saleté, la sécheresse de la peau, ou au sable.";"砂で床がザラザラしている。	
Le sol est rugueux/granuleux à cause du sable. 

冬になると手がザラザラになる。	
Mes mains deviennent rugueuses/sèches en hiver. 

ザラザラした紙やすり。	
Du papier de verre rugueux
"
Gitaigo;Être glissant;スベスベ;Sube-sube;"Signification de スベスベ (Subesube) 

スベスベ exprime la sensation d'une surface qui est parfaitement lisse, sans aspérité ni rugosité. Elle est utilisée pour tout ce qui est doux et agréable au toucher.  
Signification : Lisse, Douce, Veloutée, Onctueuse (pour la peau).  
Connotation : Très positive, souvent utilisée dans la publicité pour la beauté et les soins de la peau.";"赤ちゃんの肌はスベスベだ
La peau du bébé est douce/lisse (comme du velours). 

シェービング後は肌がスベスベになった。	
Après le rasage, ma peau est devenue très lisse. 

スベスベしたガラスの表面。	
La surface lisse du verre.
"
Gitaigo;Être doux;サラサラ;Sara-sara;" サラサラ (Sarasara) est une onomatopée japonaise (gitaigo) qui décrit une sensation de légèreté et de douceur, ainsi qu'un écoulement doux et continu. Elle est utilisée pour les textures et les sons.  

Signification de サラサラ (Sarasara) 

サラサラ exprime deux idées principales, toutes deux positives ou neutres :  Texture : Une sensation douce, soyeuse, lisse et fluide (l'opposé de rugueux ou collant).  Son/Mouvement : Un son léger et fluide d'eau qui coule doucement, de sable qui glisse, ou de feuilles qui bruissent.  
Signification : Lisse, Soyeux, Fluide, Doux (au toucher).  
Connotation : Positive, associée à la propreté, la beauté des cheveux, ou le bruit agréable de la nature.";"彼女の髪はサラサラだ。	
Ses cheveux sont doux et soyeux/fluides. 

砂が指の間からサラサラと落ちる。		
Le sable s'écoule doucement entre les doigts. 

川の水がサラサラと流れる。	
L'eau de la rivière coule doucement/légerement.
"
Gitaigo;Être soyeux;ツルツル;Tsuru-tsuru;"Signification de ツルツル (Tsurutsuru) 

ツルツル exprime la qualité d'une surface qui est si lisse qu'elle en est glissante ou réfléchissante. Elle peut aussi décrire l'action de siffler des nouilles ou la texture d'un aliment qui glisse facilement dans la gorge.  
Signification : Lisse, Glissant, Brillant, Poli, Onctueux/Glissant (pour les aliments).  
Connotation : Neutre. Peut être positive (peau lisse) ou négative (sol glissant et dangereux).";"床がワックスでツルツルだ。	
Le sol est glissant à cause de la cire. 

ツルツルした肌になる。	
Avoir une peau lisse et sans défaut. 

ラーメンをツルツルとすする。	
Siffler/aspirer des nouilles de ramen."
Gitaigo;Être énervé;カッカ;Kakka;"Signification de カッカ (Kakka) 

1. Colère et Énervement (Le plus fréquent) Dans ce contexte, カッカ exprime un état de colère intense ou d'irritation profonde. La personne est si fâchée qu'elle a l'impression de ""bouillir"" ou que son visage est rouge de fureur.  
Signification : Être en colère noire, Bouillir de rage, Fumer d'énervement.  
Connotation : Négative, décrivant une explosion ou une accumulation de colère.

2. Chaleur Intense (Moins fréquent) Ce terme peut également décrire une chaleur forte et sèche, comme le soleil de plomb ou un four ardent.  
Signification : Chaleur ardente, Brûlant.

";"彼はカッカと怒っている。	.	
Il est furieux (il bouillonne de colère).

彼の無責任な態度にカッカきた。	
Son attitude irresponsable m'a mis en rage.

カッカと照りつける太陽。	
Le soleil brille ardemment (il cogne).  

 "
